市区町,CSV局名,システム局名,CSV緯度,CSV経度,SYS緯度,SYS経度,Δ緯度,Δ経度,距離差(m),マッチ方法,判定
広島市佐伯区,菅沢,菅沢,34.481111,132.258889,34.4811111111111,132.258888888889,0.0,-0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,重光,重光,34.429722,132.286111,34.4297222222222,132.286111111111,0.0,0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,佐伯湯来(気),佐伯湯来(気),34.498333,132.29,34.4983333333333,132.29,0.0,0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,五日市観音,五日市観音,34.379167,132.339167,34.3791666666667,132.339166666667,-0.0,-0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,魚切ダム,魚切ダム,34.428333,132.330278,34.4283333333333,132.330277777778,0.0,-0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,石内(国),石内(国),34.441111,132.361389,34.4411111111111,132.361388888889,0.0,-0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,梶毛ダム,梶毛ダム,34.440833,132.3775,34.4408333333333,132.3775,0.0,0.0,0.0,完全一致(市+局名),正常
広島市佐伯区,五月が丘,五月が丘,34.420278,132.405278,34.4202777777778,132.405277777778,-0.0,-0.0,0.0,完全一致(市+局名),正常
坂町,坂,坂,34.338333,132.516667,34.3383333333333,132.516666666667,0.0,-0.0,0.0,完全一致(市+局名),正常
府中町,揚倉山,揚倉山,34.395,132.525,34.395,132.525,0.0,0.0,0.0,完全一致(市+局名),正常
熊野町,熊野町,熊野町,34.338889,132.582778,34.3388888888889,132.582777777778,-0.0,-0.0,0.0,完全一致(市+局名),正常
江田島市,高祖,高祖,34.259722,132.400833,34.2597222222222,132.400833333333,0.0,0.0,0.0,完全一致(市+局名),正常
江田島市,中町,中町,34.221111,132.438611,34.2211111111111,132.438611111111,0.0,0.0,0.0,完全一致(市+局名),正常
江田島市,大柿町,大柿町,34.172778,132.461667,34.1727777777778,132.461666666667,-0.0,-0.0,0.0,完全一致(市+局名),正常
江田島市,秋月,秋月,34.228333,132.491389,34.2283333333333,132.491388888889,0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,宇和木,宇和木,34.129167,132.498889,34.1291666666667,132.498888888889,-0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,尾曽郷,尾曽郷,34.093333,132.499167,34.0933333333333,132.499166666667,0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,倉橋(気),倉橋(気),34.103333,132.503333,34.1033333333333,132.503333333333,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,室尾,室尾,34.1,132.540556,34.1,132.540555555556,0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,田原,田原,34.186667,132.507222,34.1866666666667,132.507222222222,-0.0,0.0,0.0,完全一致(市+局名),正常
呉市,波多見,波多見,34.175833,132.546111,34.1758333333333,132.546111111111,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,天応,天応,34.2875,132.515833,34.2875,132.515833333333,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,警固屋,警固屋,34.2,132.546667,34.2,132.546666666667,0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,呉(気),呉(気),34.24,132.55,34.24,132.55,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,呉,呉,34.253889,132.586944,34.2538888888889,132.586944444444,-0.0,0.0,0.0,完全一致(市+局名),正常
呉市,郷原,郷原,34.300278,132.634722,34.3002777777778,132.634722222222,-0.0,0.0,0.0,完全一致(市+局名),正常
呉市,仁方,仁方,34.222778,132.653056,34.2227777777778,132.653055555556,-0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,川尻,川尻,34.241111,132.683333,34.2411111111111,132.683333333333,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,野呂川ダム,野呂川ダム,34.289167,132.71,34.2891666666667,132.71,-0.0,0.0,0.0,完全一致(市+局名),正常
呉市,田戸,田戸,34.1975,132.725,34.1975,132.725,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,蒲刈町,蒲刈町,34.197222,132.7325,34.1972222222222,132.7325,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,呉市蒲刈(気),呉市蒲刈(気),34.165,132.748333,34.165,132.748333333333,0.0,0.0,0.0,完全一致(市+局名),正常
呉市,蒲刈大浦,蒲刈大浦,34.177778,132.749167,34.1777777777778,132.749166666667,-0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,斎島,斎島,34.119167,132.793333,34.1191666666667,132.793333333333,-0.0,0.0,0.0,完全一致(市+局名),正常
呉市,豊島,豊島,34.174722,132.796389,34.1747222222222,132.796388888889,0.0,-0.0,0.0,完全一致(市+局名),正常
呉市,大長,大長,34.185833,132.855,34.1858333333333,132.855,0.0,0.0,0.0,完全一致(市+局名),正常
