ID,City,Name,Web_Lat,Web_Lon,Sys_Name,Sys_Dist,CSV_Name,CSV_Dist,Status
12005,庄原市,森,34.9522222,133.2008333,森,0.0,森,0.0,OK
12006,庄原市,小室,34.9472222,133.2855555,小室,0.0,小室,0.0,OK
12007,庄原市,雨連,34.8680555,133.1491666,雨連,0.0,雨連,0.0,OK
12008,庄原市,三坂,34.8427777,133.2411111,三坂,0.0,三坂,0.0,OK
13001,広島市安佐北区,安佐北区役所,34.5188888,132.5077777,安佐北区役所,0.0,安佐北区役所,0.0,OK
13002,広島市安佐北区,片廻山,34.6041666,132.4816666,片廻山,0.0,片廻山,0.0,OK
13003,広島市安佐北区,三入東,34.5322222,132.5372222,三入東,0.0,三入東,0.0,OK
13004,広島市安佐北区,井原,34.5958333,132.6697222,井原,0.0,井原,0.0,OK
13005,広島市安佐北区,白木(三日市),34.5286111,132.6436111,白木(三日市),0.0,白木(三日市),0.0,OK
13006,広島市安佐北区,三田,34.4983333,132.6066666,三田,0.0,三田,0.0,OK
13007,広島市安佐北区,白木山,34.5180555,132.5780555,白木山,0.0,白木山,0.0,OK
13008,広島市安佐北区,狩留家,34.4672222,132.5808333,狩留家,0.0,狩留家,0.0,OK
13009,広島市安佐北区,高陽,34.4558333,132.5119444,高陽,0.0,高陽,0.0,OK
13010,広島市安佐北区,久地,34.5047222,132.4177777,久地,0.0,久地,0.0,OK
13011,広島市安佐北区,宇賀,34.5275,132.3663888,宇賀,0.0,宇賀,0.0,OK
13012,広島市安佐北区,勝木,34.5366666,132.4675,勝木,0.0,勝木,0.0,OK
13013,広島市安佐北区,綾ヶ谷,34.5669444,132.4905555,綾ヶ谷,0.0,綾ヶ谷,0.0,OK
13014,広島市安佐北区,小河内,34.5733333,132.4325,小河内(国),0.0,小河内(国),0.0,OK
13015,広島市安芸区,安芸区役所,34.3716666,132.5258333,安芸区役所,0.0,安芸区役所,0.0,OK
13016,広島市安芸区,瀬野川,34.3922222,132.5472222,瀬野川,0.0,瀬野川,0.0,OK
13017,広島市安芸区,阿戸,34.3694444,132.6325,阿戸,0.0,阿戸,0.0,OK
13018,広島市安芸区,立石,34.4377777,132.5877777,立石,0.0,立石,0.0,OK
13019,広島市安芸区,景浦,34.3861111,132.5961111,景浦,0.0,景浦,0.0,OK
13020,竹原市,竹原市役所,34.3419444,132.9072222,竹原市役所,0.0,竹原市役所,0.0,OK
13021,竹原市,田万里(西堀坂),34.4097222,132.8272222,田万里(西堀坂),0.0,田万里(西堀坂),0.0,OK
13022,竹原市,西野,34.3986111,132.8833333,西野,0.0,西野,0.0,OK
13023,竹原市,小梨(北谷平),34.3705555,132.9194444,小梨,0.0,小梨,0.0,OK
13024,竹原市,忠海,34.336309,132.976627,忠海,0.0,忠海,0.0,OK
13025,竹原市,朝日山,34.3502777,132.8902777,朝日山,0.0,朝日山,0.0,OK
13026,竹原市,吉名,34.3163888,132.8708333,吉名,0.0,吉名,0.0,OK
13027,竹原市,仁賀,34.3666666,132.8383333,仁賀,0.0,仁賀,0.0,OK
13034,三次市,三次市役所,34.8052777,132.8519444,三次市役所,0.0,三次市役所,0.0,OK
13035,三次市,西河内,34.8459916,132.8629583,西河内,0.0,西河内,0.0,OK
13036,三次市,日下,34.8175,132.8011111,日下,0.0,日下,0.0,OK
13037,三次市,畠敷,34.8136111,132.8922222,畠敷,0.0,畠敷,0.0,OK
13038,三次市,酒屋,34.7627777,132.86,酒屋,0.0,酒屋,0.0,OK
13039,三次市,川地,34.7341666,132.7966666,川地,0.0,川地,0.0,OK
13040,三次市,藤根原,34.7202777,132.8427777,藤根原,0.0,藤根原,0.0,OK
13041,三次市,田幸,34.7530555,132.9155555,田幸,0.0,田幸,0.0,OK
13042,三次市,上田,34.6941666,132.9111111,上田,0.0,上田,0.0,OK
13043,廿日市市,吉和支所,34.4869444,132.1419444,吉和支所,0.0,吉和支所,0.0,OK
13044,廿日市市,十方山,34.5408333,132.1222222,十方山,0.0,十方山,0.0,OK
13045,廿日市市,坊主山,34.4966666,132.0666666,坊主山,0.0,坊主山,0.0,OK
13046,廿日市市,頓原,34.4519444,132.0875,頓原,0.0,頓原,0.0,OK
13047,廿日市市,もみのき,34.4747222,132.1838888,もみのき,0.0,もみのき,0.0,OK
13048,安芸太田町,安芸太田町役場,34.5769444,132.2213888,安芸太田町役場,0.0,安芸太田町役場,0.0,OK
13049,安芸太田町,松原,34.6544444,132.27,松原(国),0.0,松原(国),0.0,OK
13050,安芸太田町,深入,34.6377777,132.2072222,深入,0.0,深入,0.0,OK
13051,安芸太田町,寺領,34.6058333,132.2675,寺領,0.0,寺領,0.0,OK
13052,安芸太田町,横川,34.5933333,132.1558333,横川,0.0,横川,0.0,OK
13053,安芸太田町,内黒,34.5955555,132.19,内黒,0.0,内黒,0.0,OK
13054,安芸太田町,田吹,34.5413888,132.2033333,田吹,0.0,田吹,0.0,OK
13055,東広島市,河内支所,34.4722222,132.8883333,河内支所,0.0,河内支所,0.0,OK
13056,東広島市,日本ヶ峰,34.4858333,132.8763888,日本ヶ峰,0.0,日本ヶ峰,0.0,OK
13057,東広島市,宇山,34.5161111,132.8183333,宇山,0.0,宇山,0.0,OK
13058,東広島市,入野,34.4225,132.8688888,入野,0.0,入野,0.0,OK
13059,神石高原町,神石高原町役場,34.7036111,133.2477777,神石高原町役場,0.0,神石高原町役場,0.0,OK
13060,神石高原町,星居山,34.7441666,133.2208333,星居山,0.0,星居山,0.0,OK
13061,神石高原町,時安,34.6925,133.3211111,時安,0.0,時安,0.0,OK
13062,神石高原町,坂瀬川,34.6605555,133.3055555,坂瀬川,0.0,坂瀬川,0.0,OK
13063,神石高原町,五殿山,34.6636111,133.2369444,五殿山,0.0,五殿山,0.0,OK
13064,神石高原町,高蓋,34.7016666,133.2133333,高蓋(国),0.0,高蓋(国),0.0,OK
13065,三次市,作木支所,34.865,132.7188888,作木支所,0.0,作木支所,0.0,OK
13066,三次市,森山,34.9255555,132.6988888,森山,0.0,森山,0.0,OK
13067,三次市,上作木,34.8941666,132.7569444,上作木,0.0,上作木,0.0,OK
13068,三次市,大山,34.8183333,132.7436111,大山,0.0,大山,0.0,OK
13069,庄原市,西城支所,34.94,133.1177777,西城支所,0.0,西城支所,0.0,OK
13070,庄原市,道後山,35.0644444,133.2166666,道後山(気),2720.0,道後山(気),2720.0,DIFF
13071,庄原市,県民の森,35.0477777,133.0822222,県民の森,0.0,県民の森,0.0,OK
13072,庄原市,小鳥原,35.0375,133.1566666,小鳥原,0.0,小鳥原,0.0,OK
13073,庄原市,熊野,35.0327777,133.0558333,熊野,0.0,熊野,0.0,OK
13074,庄原市,大屋,34.9677777,133.0583333,大屋,0.0,大屋,0.0,OK
13075,庄原市,八鳥,34.9661111,133.1447222,八鳥,0.0,八鳥,0.0,OK
13076,庄原市,大戸,34.9269444,133.0830555,大戸,0.0,大戸,0.0,OK
13077,庄原市,比和支所,34.9833333,132.9861111,比和支所,0.0,比和支所,0.0,OK
13078,庄原市,吾妻山,35.0594444,133.0286111,吾妻山,0.0,吾妻山,0.0,OK
13079,庄原市,古頃,34.9761111,132.9472222,古頃,0.0,古頃,0.0,OK
13080,庄原市,三河内,34.9658333,133.0361111,三河内,0.0,三河内,0.0,OK
13081,神石高原町,笹尾,34.8077777,133.3205555,笹尾,0.0,笹尾,0.0,OK
13082,神石高原町,有木,34.7972222,133.3647222,有木,0.0,有木,0.0,OK
13083,神石高原町,上豊松,34.7508333,133.2977777,上豊松,0.0,上豊松,0.0,OK
13084,神石高原町,米見山,34.7763888,133.3302777,米見山,0.0,米見山,0.0,OK
14001,庄原市,高野,35.0333333,132.9016666,高野(気),0.0,高野(気),0.0,OK
14002,庄原市,道後山,35.0566666,133.1883333,道後山(気),0.0,道後山(気),0.0,OK
14003,三次市,君田,34.9283333,132.83,君田(気),0.0,君田(気),0.0,OK
14004,三次市,三次,34.8116666,132.85,三次(国),0.0,三次(国),0.0,OK
14005,庄原市,庄原,34.86,133.0233333,庄原(国),0.0,庄原(国),0.0,OK
14006,庄原市,東城,34.895,133.2766666,東城(国),0.0,東城(国),0.0,OK
14007,北広島町,八幡,34.7083333,132.1733333,八幡(気),0.0,八幡(気),0.0,OK
14008,北広島町,大朝,34.7683333,132.4633333,大朝(気),0.0,大朝(気),0.0,OK
14009,安芸高田市,美土里,34.7216666,132.655,美土里(国),0.0,美土里(国),0.0,OK
14010,神石高原町,油木,34.7633333,133.2783333,油木(気),0.0,油木(気),0.0,OK
14011,北広島町,王泊,34.6983333,132.3116666,王泊(気),0.0,王泊(気),0.0,OK
14012,安芸太田町,加計,34.61,132.32,加計(国),0.0,加計(国),0.0,OK
14013,北広島町,都志見,34.6466666,132.4433333,都志見(気),0.0,都志見(気),0.0,OK
14014,安芸高田市,甲田,34.695,132.76,甲田(気),0.0,甲田(気),0.0,OK
14015,府中市,上下,34.6933333,133.1166666,上下(気),0.0,上下(気),0.0,OK
14016,安芸太田町,内黒山,34.5966666,132.1766666,内黒山(気),0.0,内黒山(気),0.0,OK
14017,広島市安佐北区,三入,34.545,132.53,三入(気),0.0,三入(気),0.0,OK
14018,東広島市,安宿,34.5666666,132.8341666,安宿(気),0.0,安宿(気),0.0,OK
14019,世羅町,世羅,34.5833333,133.05,世羅(気),0.0,世羅(気),0.0,OK
14020,府中市,府中,34.5616666,133.2316666,府中(気),0.0,府中(気),0.0,OK
14021,広島市佐伯区,佐伯湯来,34.4983333,132.29,佐伯湯来(気),0.0,佐伯湯来(気),0.0,OK
14022,東広島市,志和,34.4983333,132.66,志和(気),0.0,志和(気),0.0,OK
14023,東広島市,東広島,34.4166666,132.7,東広島(気),0.0,東広島(気),0.0,OK
14024,三原市,本郷,34.435,132.9183333,本郷(気),0.0,本郷(気),0.0,OK
14025,福山市,福山,34.4466666,133.2466666,福山(気),0.0,福山(気),0.0,OK
14026,廿日市市,廿日市津田,34.36631,132.192537,廿日市津田(気),0.0,廿日市津田(気),0.0,OK
14027,広島市中区,広島,34.3983333,132.4616666,広島(気),0.0,広島(気),0.0,OK
14028,竹原市,竹原,34.331583,132.982163,竹原,0.0,竹原,0.0,OK
14029,尾道市,生口島,34.2783333,133.1233333,生口島(気),0.0,生口島(気),0.0,OK
14030,大竹市,大竹,34.2216666,132.22,大竹(気),0.0,大竹(気),0.0,OK
14031,呉市,呉,34.24,132.55,呉(気),0.0,呉(気),0.0,OK
14032,呉市,倉橋,34.1033333,132.5033333,倉橋(気),0.0,倉橋(気),0.0,OK
14033,呉市,呉市蒲刈,34.165,132.7483333,呉市蒲刈(気),0.0,呉市蒲刈(気),0.0,OK
